lemma,ipm,deceptiveness,metaphone_code,metaphone_neighbours,parsing,levenstein_neighbours,possible_cognate,pseudocognate
интеллигент,18.58,0.03,интилигинт,[],интеллигент:ROOT,['интеллигентка'],"['малоинтеллигентный', 'интеллигентность', 'полуинтеллигентный', 'неинтеллигентный', 'интеллигентство', 'интеллигентка', 'высокоинтеллигентный', 'интеллигентный', 'интеллигентщина', 'интеллигентский', 'интеллигенция', 'полуинтеллигентский', 'интеллигент']",[]
интеллигенция,40.9,0.02,интилигинциа,[],интеллигенц:ROOT/и:SUFF/я:END,[],"['малоинтеллигентный', 'интеллигентность', 'полуинтеллигентный', 'неинтеллигентный', 'интеллигентство', 'интеллигентка', 'высокоинтеллигентный', 'интеллигентный', 'интеллигентщина', 'интеллигентский', 'интеллигенция', 'полуинтеллигентский', 'интеллигент']",[]
инцидент,9.07,0.02,инцидинт,[],инцидент:ROOT,[],"['инцидент', 'инцидентный']",[]
ирония,18.49,0.05,ираниа,[],ирони:ROOT/я:END,"['тирания', 'эрозия', 'агония', 'прения', 'броня', 'хроник', 'атония', 'афония', 'ионит']","['иронический', 'ироничный', 'ирония', 'иронизировать']","['иронизировать', 'иронический', 'ироничный']"
искусство,219.86,0.01,искуства,[],искусств:ROOT/о:END,[],"['киноискусство', 'искусство', 'искусствоведение', 'искусствоведческий', 'искусствовед', 'искусствознание']","['искусить', 'искуситель', 'искуситься', 'неискусный', 'малоискусный', 'искус', 'преискусный', 'искусительница']"
исправник,11.94,0.21,исправник,[],ис:PREF/прав:ROOT/ник:SUFF,"['исправница', 'исправный']","['выправительный', 'поуправиться', 'оправиться', 'подправлять', 'самоуправный', 'полноправность', 'право-левацкий', 'правосубъектность', 'полноправный', 'уголовно-правовой', 'поправка', 'правогегельянец', 'управдел', 'вправить', 'правильный', 'правота', 'неравноправие', 'шахтоуправление', 'антиправительственный', 'исправник', 'правило', 'подправить', 'правительствующий', 'правоведение', 'неисправность', 'правка', 'управлять', 'поправление', 'правящий', 'управленческий', 'исправление', 'правозаступничество', 'исправить', 'правитель', 'вправлять', 'костоправ', 'полноправие', 'исправиться', 'правосторонний', 'управить', 'правогегельянство', 'правовик', 'управительница', 'правописание', 'рудоуправление', 'правозащитный', 'поправение', 'торгово-правовой', 'неправоспособный', 'биоуправляемый', 'бесправность', 'главноуправляющий', 'направо', 'управхоз', 'правильщик', 'исправительно-трудовой', 'домоправитель', 'правосудный', 'политуправление', 'неправота', 'правленский', 'вправиться', 'удобоуправляемый', 'расправленный', 'домоправительница', 'соправитель', 'исправленный', 'правофланговый', 'управление', 'радиоуправление', 'поправлять', 'правленец', 'самоуправление', 'равноправие', 'выправка', 'частноправовой', 'управитель', 'правленный', 'правительство', 'правоохранительный', 'поправленный', 'правщик', 'управа', 'управляемый', 'правовой', 'праветь', 'вправе', 'неравноправный', 'правоспособность', 'однонаправленный', 'выправляться', 'правооппортунистический', 'правонарушитель', 'правоотношение', 'правительница', 'правобережный', 'бесправие', 'самоуправец', 'управиться', 'формально-правовой', 'выправить', 'правление', 'правовед', 'поправочный', 'правосознание', 'неисправимый', 'правленческий', 'вправо', 'поправеть', 'правосудие', 'управляемость', 'исправительный', 'правонарушение', 'самоуправствовать', 'струенаправляющий', 'выправленный', 'правоуклонистский', 'административно-управленческий', 'правопоражение', 'подправленный', 'трудноуправляемый', 'международно-правовой', 'стройуправление', 'гуртоправ', 'жилуправление', 'выправлять', 'управдом', 'равноправный', 'подправка', 'правленый', 'неполноправный', 'скирдоправ', 'правозаступник', 'авторско-правовой', 'исправный', 'правосоциалистический', 'ультраправый', 'партийно-правительственный', 'расправить', 'вправка', 'исправимый', 'правописный', 'домоуправление', 'самоуправство', 'легкоуправляемый', 'исправляться', 'правопреемство', 'исправлять', 'правоохранный', 'пилоправ', 'выправиться', 'правозащитник', 'неуправляемый', 'межправительственный', 'телеуправление', 'хозяйственно-управленческий', 'непоправимый', 'подправляться', 'биоуправление', 'расправлять', 'правопреемник', 'правоспособный', 'вправленный', 'вправляться', 'градоправитель', 'вправление', 'исправность', 'радиотелеуправление', 'поправляться', 'управляться', 'управделами', 'выправление', 'противоправительственный', 'управляющий', 'правобережье', 'трубоправильный', 'неправый', 'листоправильный', 'самоуправляющийся', 'телеуправляемый', 'гражданско-правовой', 'поправимый', 'неравноправность', 'правительственный', 'неисправный', 'заводоуправление', 'бесправный', 'правопорядок']",[]
казначей,5.86,0.11,казначий,[],казн:ROOT/ачей:SUFF,"['казначейша', 'казачий']","['казнокрад', 'казначейство', 'расказненный', 'казнохранитель', 'казнокрадство', 'казнить', 'казначейский', 'казненный', 'казнохранилище', 'казна', 'казначей', 'расказнить', 'казначейша', 'казниться']","['казаться', 'выказываться', 'казать', 'выказаться', 'выказывать', 'выказать', 'выказанный']"
кармин,0.627890665249258,0.03,кармин,[],кармин:ROOT,"['жасмин', 'кайман', 'карман', 'бармен', 'кармазин', 'камин', 'карий', 'карлик', 'арсин', 'каолин', 'кадмий', 'карбид', 'карниз', 'картинг', 'кардан', 'картина', 'каротин', 'мамин', 'термин', 'караим', 'барин', 'карбон', 'карма', 'картон', 'армия', 'аршин', 'казеин']","['индигокармин', 'карминовый', 'кармин', 'карминный']",['карма']
каша,28.21,0.01,каша,[],каш:ROOT/а:END,"['паша', 'кашка', 'чаша', 'кара']","['прокашивать', 'выкашивание', 'касательная', 'кашка', 'касательство', 'кашеобразный', 'соприкасаться', 'прикасание', 'окашиваться', 'прикасаться', 'вкашиваться', 'выкашиваться', 'закашиваться', 'кашеед', 'кашевар', 'откашивать', 'прокашиваться', 'кашица', 'кашеварить', 'касание', 'накашивать', 'касательно', 'раскашивать', 'неприкасаемый', 'раскашиваться', 'перекашивать', 'подкашиваться', 'кашицеобразный', 'обкашивать', 'каша', 'касаться', 'закашивать', 'перекашиваться', 'накашиваться', 'докашивать', 'выкашивать', 'докашиваться', 'подкашивать', 'подкасательная', 'окашивать', 'вкашивание', 'обкашиваться']","['кающийся', 'покаяние', 'спокаяться', 'закаливать', 'раскаяние', 'закаливаться', 'каяться', 'закаявшийся', 'раскаяться', 'закаяться', 'раскаявшийся', 'каявшийся', 'покаянный', 'нераскаянный', 'покаявшийся', 'закаиваться', 'кануть', 'покаяться']"
каюр,0.7957426252663871,0.14,каур,[],каюр:ROOT,"['кадр', 'кафр']",['каюр'],[]
квинтэссенция,1.09414610974128,0.15,квинтисинциа,[],квинт:ROOT/эссенци:ROOT/я:END,[],"['квинтсекстаккорд', 'квинтильон', 'квинтиллион', 'квинтэссенция', 'квинтет', 'квинтовый', 'квинта']",[]
кибитка,5.49,0.16,кибитка,[],кибитк:ROOT/а:END,"['кубинка', 'кубистка', 'сибирка', 'калитка', 'кабинка', 'тибетка']",['кибитка'],"['закинуть', 'покинутый', 'закинуться', 'опрокинуться', 'перекинуться', 'опрокинуть', 'пораскинуть', 'скинуться', 'вкинуться', 'раскинуться', 'подкинуть', 'выкинуться', 'киек', 'скинутый', 'обкинуть', 'докинуть', 'раскинутый', 'накинутый', 'пораскинуться', 'вкинуть', 'окинутый', 'прокинуться', 'перекинуть', 'запрокинуться', 'выкинуть', 'скинуть', 'накинуть', 'накинуться', 'окинуться', 'вскинутый', 'прикинутый', 'раскинуть', 'докинутый', 'подкинутый', 'выпрокинуть', 'прикинуть', 'запрокинуть', 'выкинутый', 'кинуться', 'откинуться', 'вскинуть', 'прокинуть', 'перекинутый', 'закинутый', 'запрокинутый', 'покинуть', 'прокинутый', 'откинуть', 'кинуть', 'вскинуться', 'опрокинутый', 'выпрокинуться', 'откинутый', 'прикинуться', 'окинуть']"
кисея,1.91,0.16,кисиа,[],кисе:ROOT/я:END,['кисет'],['кисея'],"['углекислый', 'прокислый', 'серноватистокислый', 'кислота', 'перекисленный', 'кислотообразующий', 'раскисший', 'медно-окисный', 'солено-кислый', 'прокисать', 'окисленный', 'кисляй', 'азотистокислый', 'подкисление', 'гидроокисный', 'перекисший', 'углекислота', 'перекиснуть', 'закиснуть', 'кислотоупорный', 'укисать', 'самоокисление', 'маслянокислый', 'безокислительный', 'выкисание', 'аммиачнокислый', 'кислотоустойчивый', 'марганцовокислый', 'раскиснуть', 'окисляться', 'кремнекислота', 'кислотомер', 'кетонокислота', 'кислотостойкий', 'киснувший', 'прокисший', 'острокислый', 'азотнокислый', 'скисшийся', 'кислятина', 'окисел', 'кисонька', 'молочнокислый', 'раскислитель', 'перекисать', 'окисать', 'подкислить', 'подкислять', 'раскислять', 'закислить', 'уксуснокислый', 'киснуть', 'кислотный', 'углекислотный', 'кисловатый', 'накиснуть', 'кремнекислый', 'перекислить', 'докиснуть', 'сернистокислый', 'подкисленный', 'фосфорнокислый', 'перекисно-водородный', 'аминокислотный', 'кисломолочный', 'скисаться', 'кислить', 'двууглекислый', 'окислитель', 'раскисать', 'перекислять', 'прокиснуть', 'кислотность', 'мочекислый', 'раскисление', 'сульфокислота', 'гидроокисел', 'выкиснуть', 'раскислить', 'аминокислота', 'скисший', 'кисличник', 'псевдокислота', 'раскисляться', 'медно-закисный', 'окисный', 'окислить', 'окислиться', 'кислеца', 'закисать', 'слабокислый', 'подкисляться', 'щавелевокислый', 'лимоннокислый', 'солянокислый', 'укисший', 'выкисать', 'окислительно-восстановительный', 'накисать', 'кислинка', 'окисление', 'скиснуть', 'докисать', 'кислый', 'антиокислитель', 'скиснуться', 'выкисший', 'закиснувший', 'кисло-сладкий', 'укиснуть', 'кетокислота', 'двухромовокислый', 'кисленький', 'подкисший', 'скисать', 'кислица', 'сернокислотный', 'закисший', 'сернокислый', 'кислотно-щелочной', 'кисличные', 'окислять', 'окислительный']"
кичка,0.62,0.21,кичка,[],кичк:ROOT/а:END,"['кличка', 'кика', 'гичка', 'кочка', 'кирка', 'качка', 'кишка']",['кичка'],"['закинуть', 'покинутый', 'закинуться', 'опрокинуться', 'перекинуться', 'кич', 'опрокинуть', 'пораскинуть', 'скинуться', 'вкинуться', 'раскинуться', 'подкинуть', 'выкинуться', 'киек', 'скинутый', 'обкинуть', 'докинуть', 'раскинутый', 'накинутый', 'пораскинуться', 'вкинуть', 'кичиться', 'окинутый', 'кичливость', 'прокинуться', 'перекинуть', 'запрокинуться', 'закичиться', 'выкинуть', 'кичливый', 'скинуть', 'накинуть', 'накинуться', 'окинуться', 'вскинутый', 'прикинутый', 'раскинуть', 'докинутый', 'подкинутый', 'выпрокинуть', 'прикинуть', 'запрокинуть', 'выкинутый', 'кинуться', 'откинуться', 'вскинуть', 'прокинуть', 'перекинутый', 'закинутый', 'запрокинутый', 'покинуть', 'прокинутый', 'откинуть', 'кинуть', 'вскинуться', 'опрокинутый', 'выпрокинуться', 'откинутый', 'прикинуться', 'окинуть']"
книга,442.82,0.0,книга,[],книг:ROOT/а:END,[],"['книжка', 'книга', 'книгоноша', 'книгодержатель', 'книгопечатня', 'книгопечатный', 'книготоргующий', 'книжечка', 'книжища', 'книговед', 'книжица', 'книгоиздательство', 'книговедение', 'книгообмен', 'книгоиздательский', 'книгоиздатель', 'книжонка', 'книгочей', 'книжник', 'книжница', 'книгоед', 'книгоиздание', 'книготорг', 'книговедческий', 'книготорговля', 'книжно-журнальный', 'книготорговец', 'книголюб', 'сберкнижка', 'книгопродавец', 'книжно-иллюстративный', 'книжный', 'по-книжному', 'чернокнижие', 'книгохранилище', 'книготорговый', 'книгопечатание', 'чернокнижник']",[]
ковыль,1.76,0.02,каваль,['коваль'],ковыль:ROOT,"['кораль', 'повыть', 'кобель', 'кошель', 'бобыль', 'козырь', 'коваль', 'костыль', 'кобыла', 'король', 'копыл', 'комель', 'мотыль', 'ковать', 'кокиль', 'ковылять']","['ковыль', 'приковылять', 'ковыльный', 'доковылять', 'подковылять', 'ковылистый', 'ковылять', 'уковылять', 'заковылять', 'проковылять', 'поковылять']","['льнуть', 'прильнуть']"
коллаборация,0.087034349638511,0.13,калабарациа,[],коллабор:ROOT/аци:SUFF/я:END,[],[],"['уколоть', 'колышек', 'раскол', 'совхозно-колхозный', 'колировать', 'вколотый', 'колючка', 'колхозно-кооперативный', 'сколок', 'приколоть', 'выколоть', 'уколотый', 'сколотый', 'паром-ледокол', 'частокол', 'пепси-кола', 'колированный', 'колючий', 'надкол', 'колхозник', 'наколка', 'дырокол', 'одноколка', 'расколоться', 'колка', 'колючеперые', 'колики', 'осколочек', 'исколотый', 'индустриально-колхозный', 'доколотый', 'выколотый', 'осколочно-фугасный', 'дровокол', 'сколка', 'двуколка', 'сколоть', 'вколоть', 'колкость', 'колющий', 'надколоть', 'межколхозный', 'рыбколхоз', 'колотье', 'доколе', 'уколоться', 'наколоться', 'проколоться', 'государственно-колхозный', 'колдоговор', 'приколоться', 'кол', 'сколоться', 'кока-кола', 'отколотый', 'колющийся', 'околка', 'переколеть', 'осколочный', 'колхозный', 'расколотый', 'отколка', 'поколе', 'приколка', 'кооперативно-колхозный', 'проколотый', 'колючелистник', 'выколоться', 'проколка', 'подколотый', 'закол', 'безосколочный', 'переколотый', 'полуколлоид', 'прокол', 'доколоть', 'заколка', 'надколотый', 'переколоть', 'общеколхозный', 'отколе', 'колдоговорный', 'вколоться', 'колхозница', 'откол', 'исколоться', 'ледокол', 'переколоться', 'укол', 'колун', 'приколотый', 'обколотый', 'осколок', 'околеть', 'расколка', 'подколка', 'расколоть', 'выколка', 'колхоз', 'заколоться', 'поколеть', 'колхозно-совхозный', 'колировка', 'околевать', 'скол', 'прикол', 'исколоть', 'заколотый', 'наколотый', 'обколка']"
кольраби,0.090142719268458,0.08,калраби,[],кольраб:ROOT/и:END,[],[],[]
конгениальный,0.22380261335617105,0.2,кангиниалнай,[],кон:ROOT/гени:ROOT/альн:SUFF/ый:END,[],"['некошеный', 'конвергенция', 'конный', 'подкошенный', 'коневодческий', 'коневой', 'кошачий', 'конгениальный', 'конический', 'коневодство', 'коннозаводство', 'коневод', 'коновый', 'коночный', 'конек', 'кошатница', 'концентризм', 'коногон', 'конюший', 'конюх', 'кошение', 'конноспортивный', 'кон', 'коновал', 'концентрический', 'конеферма', 'кошница', 'кошка', 'конвергентный', 'прокошенный', 'конноартиллерийский', 'коняга', 'раскошенный', 'кошевой', 'конармия', 'конина', 'конский', 'концентр', 'конюшенный', 'окошенный', 'свежескошенный', 'кошеный', 'спирально-конический', 'сенокошение', 'конезавод', 'худоконный', 'кошечка', 'коннозаводской', 'конногвардеец', 'скошенный', 'докошенный', 'конек-горбунок', 'кошенный', 'кошатник', 'конник', 'пароконный', 'обкошенный', 'коновязь', 'накошенный', 'конармейский', 'коннозаводский', 'конокрадство', 'конармеец', 'конвергенты', 'овально-конический', 'двуконный', 'кошкодер', 'конесовхоз', 'конка', 'выкошенный', 'конюшня', 'конница', 'одноконный', 'перекошенный', 'конногвардейский', 'коннозаводчик', 'откошенный', 'концентричный', 'кошечий', 'покошенный', 'конокрад', 'закошенный']",['ко']
контроллер,0.8081761037861741,0.69,кантралир,['контролер'],контроллер:ROOT,['контролер'],['контроллер'],"['проконтролированный', 'контры', 'проконтролировать', 'неконтролируемый', 'рудоконтролирующий', 'контролировать', 'контрить', 'контролер', 'контра', 'контролированный', 'контролерский', 'контролироваться']"
конфорка,0.938727628243941,0.06,канфарка,[],конфорк:ROOT/а:END,"['конфетка', 'концовка', 'контора', 'конторка', 'конурка']",['конфорка'],[]
конь,99.35,0.0,кань,[],конь:ROOT,"['вонь', 'кон', 'корь', 'сонь']","['конвергенция', 'конный', 'коновал', 'концентрический', 'конармеец', 'коневодческий', 'конвергенты', 'конеферма', 'коневой', 'овально-конический', 'двуконный', 'конесовхоз', 'конка', 'коннозаводской', 'конвергентный', 'конноартиллерийский', 'коняга', 'конгениальный', 'конический', 'коневодство', 'конюшня', 'конница', 'коннозаводство', 'конармия', 'коневод', 'одноконный', 'конина', 'конский', 'конь-качалка', 'коновый', 'конногвардеец', 'конногвардейский', 'коночный', 'конек', 'концентризм', 'концентр', 'конюшенный', 'коннозаводчик', 'коногон', 'конек-горбунок', 'конюший', 'концентричный', 'спирально-конический', 'пароконный', 'конник', 'чудо-конь', 'конюх', 'коновязь', 'конармейский', 'конь', 'конноспортивный', 'коннозаводский', 'кон', 'конокрадство', 'конезавод', 'худоконный', 'конокрад']",[]
корова,47.5,0.02,карава,[],коров:ROOT/а:END,"['торока', 'короста', 'коробка', 'короед', 'коронка', 'мордва', 'королева', 'корона', 'крона', 'голова', 'сорога', 'борода', 'кошева', 'морока', 'порода', 'ворона', 'короче', 'норов', 'корка', 'дорога', 'коновал', 'кокора', 'коровий', 'корочка', 'король', 'корда', 'борона', 'дрова', 'кровь', 'коровка', 'колоша', 'пороша', 'корчма', 'корица', 'коряга', 'воровка', 'короб', 'коровяк', 'корча', 'полова', 'орава', 'ворота', 'коровища', 'корма']","['корова', 'бескоровный', 'коровка', 'коровяк', 'коровий', 'коровушка', 'коровница', 'коровонька', 'коровник', 'коровища', 'коровенка']","['рабселькор', 'короочистительный', 'кориться', 'корпункт', 'селькоровский', 'окорочный', 'юнкор', 'рабселькоровский', 'корковый', 'окорить', 'линкор', 'селькорство', 'безукоризненный', 'корообдирочный', 'рабкор', 'укорять', 'кора', 'юнкоровский', 'окорять', 'ровик', 'коревидный', 'корочка', 'корить', 'военкор', 'короед', 'укоренный', 'подкорковый', 'укоризна', 'инкор', 'корообдирка', 'окорка', 'селькор', 'окорщик', 'укорить', 'рабкоровский', 'укоризненный', 'подкорка', 'военкоровский', 'лжекороед', 'коревой', 'корка', 'собкоровский', 'спецкоровский', 'корковидный', 'укоряться', 'комкор', 'собкор', 'спецкор', 'подкорник', 'тонкокорый', 'ров', 'рабкорство', 'укорительный', 'перекоряться', 'перекоры', 'укор', 'членкор']"
корреляция,3.74,0.21,карилациа,[],коррел:ROOT/яци:SUFF/я:END,['коррекция'],"['корреляция', 'коррелятивный', 'коррелировать', 'корреляционный', 'коррелят']",[]
кот,36.24,0.04,кат,"['кат', 'кьят', 'код']",кот:ROOT,"['фот', 'корт', 'крот', 'киот', 'кол', 'шкот', 'лот', 'мот', 'коты', 'кут', 'скот', 'кат', 'кон', 'рот', 'йот', 'ко', 'от', 'кошт', 'пот', 'ком', 'тот', 'код', 'окот', 'кит']","['котеночек', 'раскокаться', 'раскоканный', 'кокаинист', 'котировать', 'котиковый', 'окотиться', 'скощенный', 'кока', 'раскокать', 'котище', 'коты', 'кок-сагыз', 'котировка', 'котироваться', 'котировочный', 'котенок', 'кокаться', 'перекокать', 'кокаиновый', 'кока-кола', 'котиться', 'кокаинизм', 'кокать', 'перекоканный', 'кокнуться', 'кот', 'кокаин', 'окот', 'кокнуть', 'котированный', 'киот', 'кокаинистка', 'котик']",[]
кошка,44.79,0.0,кашка,['кашка'],кош:ROOT/к:SUFF/а:END,"['конка', 'кашка', 'кока', 'колка', 'сошка', 'кошма', 'койка', 'мошка', 'корка', 'кочка', 'копка', 'вошка', 'кишка', 'ковка']","['некошеный', 'конвергенция', 'конный', 'подкошенный', 'косоглазие', 'камышекосилка', 'сенокосный', 'коневодческий', 'коневой', 'прикоснуться', 'неприкосновенный', 'кошачий', 'выкос', 'конгениальный', 'косовище', 'конический', 'обкос', 'коневодство', 'перекоситься', 'коннозаводство', 'косинка', 'коневод', 'косеть', 'косица', 'неприкосновенность', 'коновый', 'сыскоса', 'коночный', 'скособочиться', 'конек', 'кошатница', 'концентризм', 'коногон', 'косопоперечный', 'газонокосилка', 'косячный', 'подкоситься', 'сенокос', 'конюший', 'косыночка', 'конюх', 'кошение', 'конноспортивный', 'косонаправленный', 'откосный', 'кособочиться', 'кон', 'косой', 'прикосновенный', 'укосный', 'выкосить', 'косилка', 'прокосчик', 'соприкосновенный', 'откоситься', 'коновал', 'концентрический', 'конеферма', 'обкосить', 'кошница', 'укосина', 'кошка', 'косоугольник', 'конвергентный', 'прокошенный', 'конноартиллерийский', 'коняга', 'косок', 'кособокий', 'раскошенный', 'косынка', 'косец', 'накосо', 'кошевой', 'косоротый', 'конармия', 'перекос', 'конина', 'конский', 'косичка', 'подкосить', 'откосить', 'соприкоснуться', 'раскос', 'окосить', 'концентр', 'косогор', 'конюшенный', 'окошенный', 'раскосый', 'свежескошенный', 'косящатый', 'кошеный', 'косхалва', 'спирально-конический', 'вкосую', 'окосеть', 'прокос', 'сыскосу', 'укос', 'покосный', 'сенокошение', 'сенокосилка', 'конезавод', 'худоконный', 'докосить', 'косоглазый', 'косушка', 'косолапый', 'кошечка', 'косовичник', 'коннозаводской', 'обкоситься', 'наискосок', 'откос', 'конногвардеец', 'скошенный', 'косослой', 'докошенный', 'раскоска', 'конек-горбунок', 'кошенный', 'кошатник', 'скосок', 'конник', 'пароконный', 'скос', 'обкошенный', 'косолапость', 'коновязь', 'накошенный', 'конармейский', 'коннозаводский', 'косослойный', 'косоворотка', 'предсенокосный', 'конокрадство', 'прокосить', 'косоугольный', 'конармеец', 'конвергенты', 'овально-конический', 'подкос', 'двуконный', 'кошкодер', 'конесовхоз', 'конка', 'подкосина', 'накоситься', 'косорукий', 'косовица', 'выкошенный', 'конюшня', 'конница', 'одноконный', 'соприкосновение', 'прикосновение', 'кососимметрический', 'перекошенный', 'конногвардейский', 'самоприкосновение', 'покос', 'косоплечий', 'коннозаводчик', 'косоприцельный', 'накосить', 'откошенный', 'косонька', 'косоволнистый', 'искоса', 'концентричный', 'косовичный', 'русокосый', 'косенький', 'кошечий', 'наперекосяк', 'покошенный', 'конокрад', 'закошенный', 'коснуться']",['ко']
кров,5.84,0.04,краф,[],кров:ROOT,"['крон', 'крот', 'ров', 'кровь']","['окровавиться', 'кровоточивый', 'беспокровный', 'хладнокровный', 'обескровить', 'кровепаразит', 'кровник', 'кровоостанавливающий', 'бескровный', 'полукровка', 'кровеносный', 'обескроветь', 'обескровливание', 'кроваво-красный', 'кровавить', 'единокровный', 'кровопускание', 'кровосос', 'обескровленный', 'кровоизлияние', 'раскровениться', 'кровопролитный', 'кровенить', 'теплокровный', 'кров', 'кровенаполнение', 'кровинка', 'окровавить', 'кровяной', 'полукровный', 'кровоочистительный', 'кроветворение', 'обескровливаться', 'обескровливать', 'окровенить', 'полукровок', 'кровянистый', 'закровенить', 'окровенеть', 'кровохлебка', 'кровохарканье', 'кровотечение', 'окровененный', 'искровавить', 'кровопролитие', 'раскровенить', 'малокровие', 'кроваветь', 'кровосмешение', 'кровоснабжение', 'кровный', 'кровавый', 'кровопийца', 'кровосмесительный', 'первичнопокровные', 'обескровиться', 'окровавливать', 'малокровный', 'однопокровные', 'кровища', 'белокровие', 'хладнокровие', 'обескровление', 'окровавливаться', 'кровожадный', 'кровопускательный', 'искровенить', 'кровосмесительство', 'закровениться', 'гноекровие', 'холоднокровный', 'кровососка', 'кровообращение', 'искровениться', 'полнокровие', 'искровавленный', 'кровопийство', 'кровососный', 'сукровица', 'кровопотеря', 'кровосмеситель', 'чистокровный', 'кроветворный', 'сукровичный', 'кровожадность', 'кровоточить', 'кровоочищение', 'окровавленный', 'кровушка', 'подпокровный', 'кровезамещающий', 'кровососущий', 'кровля', 'кровообразование', 'кровнородственный', 'окровениться', 'кровенеть', 'полнокровный', 'покровный', 'искровененный', 'кровоподтек', 'кровезаменитель']","['кроющий', 'цельнокроеный', 'докроить', 'кроильный', 'скроенный', 'обкроить', 'покроенный', 'докроенный', 'закроечный', 'кроящий', 'искроенный', 'вкроенный', 'кроиться', 'искроить', 'кроение', 'выкроенный', 'накроить', 'перекроенный', 'откроить', 'кроеный', 'кроить', 'вкроить', 'покроить', 'обкроенный', 'прокроить', 'накроенный', 'выкроить', 'скроить', 'раскроить', 'вкроиться', 'подкроить', 'закроить', 'перекроить', 'подкроенный', 'откроенный', 'закроенный', 'обкроиться', 'раскроенный', 'кроенный', 'выкроиться']"
крыж,0.15852685112728798,0.18,краш,['кряж'],крыж:ROOT,['кряж'],['крыж'],[]
кумач,1.87,0.17,кумач,[],кумач:ROOT,['кума'],"['кумачный', 'кумачовый', 'кумач']","['кумовской', 'кума', 'куманек', 'кумушка', 'кум', 'покумиться', 'кумовство', 'кумиться', 'перекумиться']"
куратор,2.12,0.03,куратар,[],кур:ROOT/атор:SUFF,"['кератоз', 'кратер', 'оратор', 'аэратор']","['смолокуренный', 'раскурить', 'перекуриваться', 'курятина', 'курник', 'подкуренный', 'выкуриваться', 'перекурка', 'курительная', 'окуривание', 'закуренный', 'закуривать', 'перекурить', 'закурить', 'куроводческий', 'курица', 'опиекурильня', 'курочка', 'белокурый', 'куренок', 'раскуривать', 'прикуренный', 'подкурка', 'докуренный', 'прокуривать', 'прокуриваться', 'курчонок', 'воскуренный', 'вкуриться', 'воскурение', 'окуриваться', 'табакур', 'самогонокурение', 'раскурка', 'смолокурение', 'выкуривать', 'подкурить', 'курильщица', 'докуриться', 'перекур', 'выкурить', 'покурить', 'курево', 'перекуривать', 'искуренный', 'окуривать', 'курилка', 'покуривать', 'курительный', 'воскуривать', 'воскурить', 'прокуренный', 'газоокуривание', 'воскуриваться', 'обкурить', 'выкуриться', 'раскуриваться', 'куратор', 'смолокурня', 'обкуренный', 'раскуриться', 'курение', 'искурить', 'курицын', 'некурящий', 'окурок', 'курий', 'окурить', 'трубокур', 'куровод', 'выкуренный', 'воскуряться', 'обкуриться', 'покуренный', 'курильщик', 'воскуриться', 'куричий', 'закуриться', 'курильница', 'куривать', 'куроводство', 'прокуриться', 'курносый', 'докурить', 'прикурить', 'искуриться', 'прикуривать', 'подкуривать', 'искуриваться', 'курной', 'обкуривать', 'курнуть', 'табакокурение', 'выкуривание', 'выкурки', 'обкуривание', 'смолокур', 'курящий', 'воскурять', 'куриный', 'курятник', 'обкуриваться', 'курильня', 'курировать', 'искуривать', 'выкурка', 'раскуривание', 'раскуренный', 'прокурить', 'прикуриваться', 'курослеп', 'окуренный', 'курзал', 'подкуриваться', 'закуриваться', 'перекуренный', 'дымокур']",[]
лентяйка,0.31,0.01,линтайка,[],лен:ROOT/тяй:SUFF/к:SUFF/а:END,"['ленточка', 'лентяй']","['лениться', 'разлениться', 'обленить', 'ленивый', 'леший', 'изленить', 'облениться', 'излениться', 'лениветь', 'ленивец', 'лен-кудряш', 'ленящийся', 'лен-долгунец', 'лентяй', 'ленца', 'полениться', 'ленник', 'ленный', 'леность', 'лентяйка', 'разлениваться', 'залениться', 'ленивица', 'облениваться', 'лешачий', 'лешак', 'лентяйничать']","['купаленка', 'леечный', 'леи', 'леечка']"
